10,10,,,,,,,,
N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0
N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0
N|1|0,N|1|0,N|1|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0
N|0|0,N|0|0,N|4|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0
N|0|0,N|0|0,N|4|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0
N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|8|0,N|0|0,N|0|0,N|0|0,N|0|0
N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|8|0,N|0|0,N|0|0,N|0|0,N|0|0
N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|8|0,N|2|0,N|2|0,N|0|0,N|0|0
N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0
N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0,N|0|0
